8.448275862068965747e-01 1.436781609195402210e-01 1.149425287356321823e-02
1.071428571428571369e-01 2.500000000000000000e-01 6.428571428571429047e-01
5.500000000000000444e-01 1.499999999999999944e-01 2.999999999999999889e-01
5.000000000000000000e-01 4.523809523809523836e-01 4.761904761904761640e-02
3.750000000000000000e-01 4.749999999999999778e-01 1.499999999999999944e-01
4.615384615384615641e-01 5.384615384615384359e-01 1.000000000000000021e-02
1.000000000000000021e-02 6.666666666666666297e-01 3.333333333333333148e-01
1.818181818181818232e-01 7.727272727272727071e-01 4.545454545454545581e-02
3.157894736842105088e-01 6.842105263157894912e-01 1.000000000000000021e-02
6.785714285714286031e-01 3.214285714285714524e-01 1.000000000000000021e-02
4.905660377358490587e-01 5.094339622641509413e-01 1.000000000000000021e-02
3.571428571428571508e-01 6.428571428571429047e-01 1.000000000000000021e-02
4.600000000000000200e-01 5.200000000000000178e-01 2.000000000000000042e-02
7.291666666666666297e-01 2.500000000000000000e-01 2.083333333333333218e-02
3.055555555555555802e-01 6.944444444444444198e-01 1.000000000000000021e-02
4.255319148936170248e-01 5.744680851063830307e-01 1.000000000000000021e-02
3.863636363636363535e-01 6.136363636363636465e-01 1.000000000000000021e-02
4.130434782608695676e-01 5.869565217391304879e-01 1.000000000000000021e-02
4.375000000000000000e-01 4.375000000000000000e-01 1.250000000000000000e-01
5.333333333333333259e-01 4.000000000000000222e-01 6.666666666666666574e-02
4.418604651162790775e-01 4.418604651162790775e-01 1.162790697674418589e-01
6.140350877192982670e-01 3.859649122807017330e-01 1.000000000000000021e-02
5.000000000000000000e-01 3.703703703703703498e-01 1.296296296296296224e-01
4.117647058823529216e-01 5.882352941176470784e-01 1.000000000000000021e-02
1.000000000000000000e+00 1.000000000000000021e-02 1.000000000000000021e-02
