8.000000000000000444e-01 1.769230769230769329e-01 2.307692307692307820e-02
4.166666666666666435e-02 7.500000000000000000e-01 2.083333333333333426e-01
4.000000000000000222e-01 5.714285714285714107e-02 5.428571428571428159e-01
7.083333333333333703e-01 2.916666666666666852e-01 1.000000000000000021e-02
2.777777777777777901e-01 7.222222222222222099e-01 1.000000000000000021e-02
4.347826086956521618e-01 5.652173913043477826e-01 1.000000000000000021e-02
5.000000000000000000e-01 2.692307692307692180e-01 2.307692307692307820e-01
6.744186046511627675e-01 2.558139534883721034e-01 6.976744186046511531e-02
3.947368421052631637e-01 6.052631578947368363e-01 1.000000000000000021e-02
4.468085106382978511e-01 5.319148936170212671e-01 2.127659574468085055e-02
5.192307692307692735e-01 4.615384615384615641e-01 1.923076923076923184e-02
4.680851063829787329e-01 5.106382978723403854e-01 2.127659574468085055e-02
1.000000000000000021e-02 7.199999999999999734e-01 2.800000000000000266e-01
8.256880733944954587e-01 1.009174311926605561e-01 7.339449541284404077e-02
7.954545454545454142e-01 2.045454545454545581e-01 1.000000000000000021e-02
4.468085106382978511e-01 5.531914893617021489e-01 1.000000000000000021e-02
6.438356164383561842e-01 1.643835616438356073e-01 1.917808219178082085e-01
3.684210526315789269e-01 6.315789473684210176e-01 1.000000000000000021e-02
4.090909090909091161e-01 5.909090909090909394e-01 1.000000000000000021e-02
4.222222222222222210e-01 5.333333333333333259e-01 4.444444444444444614e-02
5.384615384615384359e-01 4.615384615384615641e-01 1.000000000000000021e-02
4.799999999999999822e-01 3.400000000000000244e-01 1.799999999999999933e-01
6.136363636363636465e-01 3.863636363636363535e-01 1.000000000000000021e-02
1.000000000000000000e+00 1.000000000000000021e-02 1.000000000000000021e-02
