6.774193548387096309e-01 3.225806451612903136e-01 1.000000000000000021e-02
1.000000000000000021e-02 1.000000000000000000e+00 1.000000000000000021e-02
4.736842105263157632e-01 5.263157894736841813e-01 1.000000000000000021e-02
3.333333333333333148e-01 6.666666666666666297e-01 1.000000000000000021e-02
4.736842105263157632e-01 5.263157894736841813e-01 1.000000000000000021e-02
6.428571428571429047e-01 3.571428571428571508e-01 1.000000000000000021e-02
6.153846153846154188e-01 3.846153846153846367e-01 1.000000000000000021e-02
4.444444444444444198e-01 5.555555555555555802e-01 1.000000000000000021e-02
5.454545454545454142e-01 4.545454545454545303e-01 1.000000000000000021e-02
4.117647058823529216e-01 5.882352941176470784e-01 1.000000000000000021e-02
5.833333333333333703e-01 4.166666666666666852e-01 1.000000000000000021e-02
5.833333333333333703e-01 4.166666666666666852e-01 1.000000000000000021e-02
4.117647058823529216e-01 5.882352941176470784e-01 1.000000000000000021e-02
1.666666666666666574e-01 8.333333333333333703e-01 1.000000000000000021e-02
2.857142857142856984e-01 7.142857142857143016e-01 1.000000000000000021e-02
4.444444444444444198e-01 5.555555555555555802e-01 1.000000000000000021e-02
5.652173913043477826e-01 4.347826086956521618e-01 1.000000000000000021e-02
5.238095238095238360e-01 4.761904761904761640e-01 1.000000000000000021e-02
7.058823529411765163e-01 2.941176470588235392e-01 1.000000000000000021e-02
6.296296296296296502e-01 3.703703703703703498e-01 1.000000000000000021e-02
4.736842105263157632e-01 5.263157894736841813e-01 1.000000000000000021e-02
2.307692307692307820e-01 7.692307692307692735e-01 1.000000000000000021e-02
4.444444444444444198e-01 5.555555555555555802e-01 1.000000000000000021e-02
3.750000000000000000e-01 6.250000000000000000e-01 1.000000000000000021e-02
5.999999999999999778e-01 4.000000000000000222e-01 1.000000000000000021e-02
1.000000000000000000e+00 1.000000000000000021e-02 1.000000000000000021e-02
