1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02
3.941488685052844249e-02 5.031533908219178175e-02 2.086188944922157812e-02 1.215464495324813932e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.723613810935679946e-02 2.266922189055785297e-02 1.832121119616256233e-02 1.477768780170715668e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02
1.057469565528932481e-01 1.453332116890904135e-01 8.191197996150764715e-02 6.266932639778483027e-02 4.972240744769491211e-02 3.917302213203972816e-02 2.673173523131793655e-02 3.293825482993729958e-02 2.785948808545711183e-02 1.766735471431561330e-02 2.409499450656170036e-02 3.996156543556406149e-02 1.612244581560920778e-02 2.356331012746471984e-02 1.292703924162428956e-02 1.052498440442784476e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02
1.323301637154654098e-01 2.023273924674892643e-01 1.132285042917683116e-01 1.030948813772599171e-01 1.205279327239952430e-01 1.115783920092817960e-01 9.718438316141850275e-02 7.871547112209105468e-02 4.531330195570677788e-02 3.381096094095889515e-02 2.941638516636376280e-02 2.907143671421811432e-02 2.379276361762763109e-02 2.935632127728742685e-02 1.338548672444614396e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.202586974754602488e-02 1.264664276964488736e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02
2.062502780295309424e-01 2.369724003233968646e-01 1.117001360305536206e-01 6.697547689720326214e-02 5.001405831914093603e-02 5.004553778370717659e-02 7.566403828441102541e-02 9.568102091219525540e-02 6.114647225937523689e-02 4.858201157787058605e-02 5.984269067442465895e-02 6.261348377633901841e-02 2.287175418632011667e-02 2.523769554076346969e-02 1.000000000000000021e-02 1.186663254676696352e-02 1.562047793548857269e-02 1.387662478801210582e-02 1.764642778826032085e-02 1.672447624852485548e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02
7.039745096332580832e-02 6.963004520470422731e-02 2.557942593371774487e-02 5.206805126228319924e-02 4.111702129151183216e-02 2.222534666775390771e-02 4.275634943003608912e-02 5.406803666514280876e-02 3.586296013398679317e-02 1.200630307625608247e-02 1.000000000000000021e-02 1.981677312642677116e-02 6.047652576694727972e-02 5.640562883471768318e-02 1.486679689097738372e-02 1.555357840578084488e-02 1.170840123235984340e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.271238301001365381e-02 1.240263221476257949e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02
1.156170651802181509e-01 1.300563406660075749e-01 3.055221011712278695e-02 4.529230423950456053e-02 4.953578702199581962e-02 4.865308537027522584e-02 8.511892210596998243e-02 1.004469206832595135e-01 5.774892016234331460e-02 3.409922529040619599e-02 5.834135095642960928e-02 6.063014094497630457e-02 1.000000000000000021e-02 1.221613569222851879e-02 1.177309288035760168e-02 1.798227515901900872e-02 1.321169408225210916e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02
9.169773189908395072e-02 1.309594834543494624e-01 1.023329837198663356e-01 1.247730944646830153e-01 1.115258544432521509e-01 7.530515011352839627e-02 5.812213028498659090e-02 6.173112682009376101e-02 5.326229983118991457e-02 3.232554608260393425e-02 2.354667460763714207e-02 2.843830907848909212e-02 2.588242506094010770e-02 3.327672747811743353e-02 1.955562588133424526e-02 2.390465795592858211e-02 1.966067230930832604e-02 1.157704868919176566e-02 1.042186363122506870e-02 1.123611619169772279e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000021e-02
1.218508142246523263e-01 1.688109444496270484e-01 1.049008222376133226e-01 7.895346006246917181e-02 6.096615724838525679e-02 5.059367977612660300e-02 4.568886868264833423e-02 4.287593333397283352e-02 2.901043047221783799e-02 1.520501436883855972e-02 2.368673560179782381e-02 3.215169011757683382e-02 2.779949289242999999e-01 1.959440038457227473e-01 3.681659488336891384e-02 8.813649116215578616e-02 4.809486597696216448e-02 2.434333013792166350e-02 3.342764419302253487e-02 2.170226624501968293e-02 1.241266294175008555e-02 1.134489475588819352e-02 1.270382271673321448e-02 1.000000000000000021e-02
2.276194171572776259e-01 2.576369941048471390e-01 1.253916933004579071e-01 1.056426661346703821e-01 1.261106411148166240e-01 8.080427598548577117e-02 7.618969384886781215e-02 1.014102265578218087e-01 5.371676330499248336e-02 5.163095906792974227e-02 6.629172254643836415e-02 6.497919676181876381e-02 3.375276912839649812e-01 2.994273417298647377e-01 1.246759173973195217e-01 6.674345124825667441e-02 2.541264674241556012e-02 1.946206123441864000e-02 2.390340602821506774e-02 2.228990885211535461e-02 1.422847852256154365e-02 1.669325465537126532e-02 1.588561477652810153e-02 1.336215035119863413e-02
