1.000000000000000021e-02 1.000000000000000000e+00 1.000000000000000021e-02
7.984496124031007502e-01 1.240310077519379828e-01 7.751937984496123923e-02
5.000000000000000000e-01 4.375000000000000000e-01 6.250000000000000000e-02
1.428571428571428492e-01 8.571428571428570953e-01 1.000000000000000021e-02
5.666666666666666519e-01 4.333333333333333481e-01 1.000000000000000021e-02
2.972972972972973138e-01 7.027027027027027417e-01 1.000000000000000021e-02
4.468085106382978511e-01 5.531914893617021489e-01 1.000000000000000021e-02
2.777777777777777901e-01 7.222222222222222099e-01 1.000000000000000021e-02
5.094339622641509413e-01 4.905660377358490587e-01 1.000000000000000021e-02
6.708860759493671111e-01 3.291139240506328889e-01 1.000000000000000021e-02
3.809523809523809312e-01 6.190476190476190688e-01 1.000000000000000021e-02
3.157894736842105088e-01 6.842105263157894912e-01 1.000000000000000021e-02
3.499999999999999778e-01 6.500000000000000222e-01 1.000000000000000021e-02
4.693877551020408379e-01 5.306122448979592177e-01 1.000000000000000021e-02
7.111111111111111382e-01 2.888888888888888618e-01 1.000000000000000021e-02
4.693877551020408379e-01 5.306122448979592177e-01 1.000000000000000021e-02
3.809523809523809312e-01 6.190476190476190688e-01 1.000000000000000021e-02
6.338028169014084945e-01 3.661971830985915610e-01 1.000000000000000021e-02
2.571428571428571175e-01 7.428571428571428825e-01 1.000000000000000021e-02
4.090909090909091161e-01 5.909090909090909394e-01 1.000000000000000021e-02
3.809523809523809312e-01 6.190476190476190688e-01 1.000000000000000021e-02
5.937500000000000000e-01 4.062500000000000000e-01 1.000000000000000021e-02
7.815126050420168058e-01 2.184873949579831942e-01 1.000000000000000021e-02
5.185185185185184897e-01 4.814814814814814548e-01 1.000000000000000021e-02
4.799999999999999822e-01 5.200000000000000178e-01 1.000000000000000021e-02
3.333333333333333148e-01 6.666666666666666297e-01 1.000000000000000021e-02
4.583333333333333148e-01 5.416666666666666297e-01 1.000000000000000021e-02
4.347826086956521618e-01 3.695652173913043237e-01 1.956521739130434867e-01
5.526315789473684736e-01 4.473684210526315819e-01 1.000000000000000021e-02
4.693877551020408379e-01 5.306122448979592177e-01 1.000000000000000021e-02
4.222222222222222210e-01 5.777777777777777235e-01 1.000000000000000021e-02
5.000000000000000000e-01 5.000000000000000000e-01 1.000000000000000021e-02
3.658536585365853577e-01 6.341463414634146423e-01 1.000000000000000021e-02
3.809523809523809312e-01 6.190476190476190688e-01 1.000000000000000021e-02
3.658536585365853577e-01 6.341463414634146423e-01 1.000000000000000021e-02
4.693877551020408379e-01 4.693877551020408379e-01 6.122448979591836593e-02
3.783783783783783994e-01 6.216216216216216006e-01 1.000000000000000021e-02
5.593220338983050377e-01 1.525423728813559421e-01 2.881355932203389925e-01
8.548387096774193727e-01 3.225806451612903136e-02 1.129032258064516098e-01
5.681818181818182323e-01 4.318181818181818232e-01 1.000000000000000021e-02
4.901960784313725283e-01 4.705882352941176405e-01 3.921568627450980338e-02
3.513513513513513709e-01 6.486486486486486847e-01 1.000000000000000021e-02
1.000000000000000000e+00 1.000000000000000021e-02 1.000000000000000021e-02
